doc_id,related_cluster,relevance_score
2641,3,0.7019876376959602
3699,17,0.7015994705491401
2326,3,0.7009850612210252
1057,1,0.7004778946029192
1884,29,0.7003747187594953
375,3,0.6999775953475772
892,3,0.699741837592886
3968,4,0.6994283975507753
1340,3,0.6991258879167751
1922,12,0.6989531843985893
2137,1,0.6987956763184547
88,3,0.6985612075795138
134,3,0.6980007769468808
2138,5,0.6979384903378906
4068,21,0.6978577758872704
594,3,0.6976403932557899
2120,5,0.6976300984311005
4090,9,0.6972967196978759
1849,3,0.6963457672104743
3580,16,0.6962847561227407
3204,6,0.6960807421915846
515,25,0.6955176150632313
2461,29,0.6954815095815702
2396,6,0.6953437441508652
901,15,0.695258023893178
1279,3,0.6942738660046583
1289,23,0.6942700161368808
4114,13,0.6939797112604432
2182,1,0.693345667011279
2939,21,0.6926072532147294
4111,28,0.6925994163132821
2986,3,0.6914651032493074
2427,1,0.6914169916496197
3289,29,0.6910302110988696
925,28,0.6909642796284586
4112,9,0.6908823849605484
2808,9,0.6908811731197818
1909,3,0.6908217160549222
2444,21,0.6901788276416516
3193,29,0.6901202701410989
956,3,0.6897308137859828
4179,13,0.6891434343690792
1453,3,0.6890605112096678
4045,21,0.6880037108961413
2646,29,0.6869400309936678
3846,12,0.6862665081945247
1999,29,0.6861872762565715
3347,29,0.6859250113082327
2984,3,0.6854849632039197
2770,3,0.6854325092915556
4165,15,0.6852465347235722
898,3,0.6852350815276856
300,3,0.685197429958155
3112,6,0.6851431006084936
339,3,0.684999935572633
4098,9,0.6849386559321802
2870,23,0.6847065273071947
110,3,0.6844170630696813
3848,21,0.6842598833655674
1305,3,0.6838573464983649
1539,3,0.6835420864598405
2811,26,0.6835093917706591
1593,3,0.6831227444246407
369,3,0.6829417257669981
2051,9,0.682784880748067
3454,6,0.681788096325112
91,6,0.6815353972975068
587,3,0.6810649585364992
2842,26,0.6807343569100665
3361,3,0.6807152419368079
133,3,0.6804108348405503
596,1,0.6797102291357576
3247,23,0.6791112951110034
3027,20,0.6779190257699851
168,20,0.6777658550895024
3886,20,0.6777658550895024
3795,20,0.677765836784162
3183,20,0.677765836784162
1182,20,0.677765836784162
4048,20,0.677765836784162
3164,20,0.677765836784162
770,20,0.677765836784162
2004,20,0.6777657992721684
890,3,0.6777458007869979
2933,21,0.6775317289081654
393,3,0.677380985147942
242,23,0.6770283797553714
2546,25,0.6769957282693765
1152,13,0.6769590759495193
3617,29,0.6766722142899741
106,28,0.6761237040390666
737,29,0.6755496514379441
4109,23,0.6755362127887599
2668,25,0.6753390183334047
2504,21,0.6750687062483959
3315,23,0.6734539853119387
3155,21,0.6733523791301732
3806,21,0.6729898942548019
3404,21,0.672407179029025
1739,22,0.6718713904583927
900,29,0.671513158936557
496,9,0.6712424344193726
912,3,0.6712093114556693
719,29,0.671098464099635
2082,29,0.6710186155965654
3825,21,0.6705090977942306
3513,23,0.6695965067649859
3712,28,0.6693534408974391
3698,23,0.6681733420333634
108,28,0.6678250452167445
2261,9,0.6674198296189467
3828,29,0.6672947316164545
1346,12,0.6672917932705591
2432,1,0.6666101608491247
3046,6,0.6663627766703971
1051,3,0.6659351004815968
2554,29,0.6658799808286026
1084,28,0.6655740502754082
18,28,0.6655538651825823
2653,3,0.6654246801939129
1785,21,0.6652452422823858
3881,25,0.664858754585614
623,3,0.6641698646469331
4089,17,0.6636576067731382
3556,4,0.6634357792575839
3099,6,0.6633974151858447
1110,6,0.6633394888125835
2286,21,0.6630932624364458
2151,9,0.6627032124884776
2527,3,0.6626426873792419
3242,1,0.6625646950116006
3057,3,0.662332595050082
1552,23,0.6622716836133277
2206,1,0.6619459006125281
1214,25,0.661838219348239
417,23,0.6616465535553941
1921,3,0.6614048803667907
2324,3,0.6613182546303298
287,3,0.6612143442644066
315,1,0.6609118252066859
2299,3,0.660899495572922
1248,28,0.6608481609306595
1721,12,0.6608149131965153
1337,14,0.6603212573345045
1164,23,0.659971613228271
4107,12,0.6598079343540592
4182,5,0.659622032901834
807,3,0.6594399754563721
561,3,0.6593713719116976
3512,29,0.6590450837885916
439,28,0.6582277905184172
1394,9,0.6581292073885024
1355,6,0.6578222713562957
2790,28,0.6574763496458669
96,3,0.6571932892549768
4151,9,0.6571815331534823
214,3,0.6570506892617471
4051,23,0.6569506577318008
639,3,0.6566806798616003
236,3,0.6562337743297203
1587,29,0.656226834155993
225,3,0.6559910636769618
3196,13,0.6557159402012904
2968,29,0.655684476649214
2208,16,0.6556381396780794
1205,29,0.6551619480029417
1640,3,0.654804040855372
636,3,0.654678559742439
3709,12,0.6545606754344231
2694,24,0.653748915939967
2757,21,0.6536236109318105
3249,29,0.6536082845134736
2530,23,0.6535435336303155
